Name	Time	MaxSpeed	CurrentSpeed	Shortest	Fastest	StartSmart	DynamicSmart
S-CV149-03	72015	80	80	0	0	0	0
S-CV144-01	72015	80	80	0	0	0	0
S-CV149-01	72015	80	80	0	0	0	0
S-CV1501-01	72015	80	80	0	0	0	0
S-N340a-03	72015	100	100	0	0	0	0
S-N340-03	72015	100	100	0	0	0	0
S-CV149-08	72015	80	80	0	0	0	0
S-CV1520-01	72015	80	80	0	0	0	0
S-N340a-04	72015	100	100	0	0	0	0
S-CV1520-02	72015	80	80	0	0	0	0
S-N340-06	72015	100	100	0	0	0	0
S-CV149-10	72015	80	80	0	0	0	0
S-CV149-06	72015	80	80	0	0	0	0
S-N340-05	72015	100	100	0	0	0	0
S-CV144-02	72015	80	80	0	0	0	0
S-N340-04	72015	100	100	0	0	0	0
S-CV149-07	72015	80	80	0	0	0	0
S-N340a-02	72015	100	100	0	0	0	0
S-CV1501-04	72015	80	80	0	0	0	0
S-N340-07	72015	100	100	0	0	0	0
S-CV1520-04	72015	80	80	0	0	0	0
S-CV149-04	72015	80	80	0	0	0	0
S-CV197-01	72015	80	80	0	0	0	0
S-CV149-05	72015	80	80	0	0	0	0
S-CV1501-03	72030	80	76	0	0	0	8
S-N340-08	72030	100	100	0	0	0	5
S-N340-01	72030	100	100	0	0	0	3
S-CV1501-02	72030	80	80	0	0	0	0
S-N340-02	72030	100	100	0	0	0	0
S-N340a-06	72030	100	100	0	0	0	0
S-CV149-02	72030	80	80	0	0	0	0
S-N340a-05	72030	100	100	0	0	0	0
S-CV149-03	72030	80	80	0	0	0	0
S-CV144-01	72030	80	80	0	0	0	0
S-CV149-09	72030	80	80	0	0	0	0
S-CV149-01	72030	80	80	0	0	0	0
S-N340-04	72030	100	100	0	0	0	0
S-N340a-03	72030	100	100	0	0	0	0
S-CV1501-01	72030	80	80	0	0	0	0
S-N340-03	72030	100	100	0	0	0	0
S-CV1520-01	72030	80	80	0	0	0	0
S-CV149-08	72030	80	80	0	0	0	0
S-CV149-10	72030	80	80	0	0	0	0
S-CV149-06	72030	80	80	0	0	0	0
S-N340a-04	72030	100	100	0	0	0	0
S-CV144-02	72030	80	80	0	0	0	0
S-CV1520-02	72030	80	80	0	0	0	0
S-N340-06	72030	100	100	0	0	0	3
S-CV1520-03	72030	80	80	0	0	0	4
S-CV197-02	72030	80	80	0	0	0	0
S-N340a-01	72030	100	100	0	0	0	9
S-N340-05	72030	100	100	0	0	0	0
S-N340a-02	72030	100	100	0	0	0	0
S-CV1501-04	72030	80	80	0	0	0	0
S-N340-07	72030	100	100	0	0	0	0
S-CV149-04	72030	80	80	0	0	0	0
S-CV1520-04	72030	80	80	0	0	0	0
S-CV197-01	72030	80	80	0	0	0	0
S-CV149-05	72030	80	80	0	0	0	0
S-CV149-07	72030	80	80	0	0	0	0
S-N340-01	72045	100	100	0	0	0	3
S-CV149-09	72045	80	76	0	0	0	8
S-N340-08	72045	100	100	0	0	0	5
S-N340-06	72045	100	100	0	0	0	3
S-CV1520-03	72045	80	80	0	0	0	4
S-N340a-01	72045	100	100	0	0	0	9
S-CV1501-02	72045	80	80	0	0	0	0
S-N340-02	72045	100	100	0	0	0	0
S-N340a-06	72045	100	100	0	0	0	0
S-CV1501-03	72045	80	80	0	0	0	0
S-CV149-02	72045	80	80	0	0	0	0
S-CV149-03	72045	80	80	0	0	0	0
S-N340a-05	72045	100	100	0	0	0	0
S-CV144-01	72045	80	80	0	0	0	0
S-CV149-01	72045	80	80	0	0	0	0
S-N340-04	72045	100	100	0	0	0	0
S-N340a-03	72045	100	100	0	0	0	0
S-CV1501-01	72045	80	80	0	0	0	0
S-CV1520-01	72045	80	80	0	0	0	0
S-N340-03	72045	100	100	0	0	0	0
S-CV149-08	72045	80	80	0	0	0	0
S-N340a-04	72045	100	100	0	0	0	0
S-CV1520-02	72045	80	80	0	0	0	0
S-CV149-06	72045	80	80	0	0	0	0
S-CV149-10	72045	80	80	0	0	0	0
S-CV144-02	72045	80	80	0	0	0	0
S-N340-05	72045	100	100	0	0	0	0
S-CV149-07	72045	80	80	0	0	0	0
S-N340a-02	72045	100	100	0	0	0	0
S-CV1501-04	72045	80	80	0	0	0	0
S-CV197-02	72045	80	80	0	0	0	0
S-N340-07	72045	100	100	0	0	0	0
S-CV1520-04	72045	80	80	0	0	0	0
S-CV149-04	72045	80	80	0	0	0	0
S-CV197-01	72045	80	80	0	0	0	0
S-CV149-05	72045	80	80	0	0	0	0
S-CV1501-02	72060	80	80	0	0	0	0
S-N340-01	72060	100	100	0	0	0	3
S-CV149-09	72060	80	76	0	0	0	8
S-N340-08	72060	100	100	0	0	0	5
S-N340a-06	72060	100	100	0	0	0	0
S-CV149-03	72060	80	80	0	0	0	0
S-CV1501-03	72060	80	80	0	0	0	0
S-CV144-01	72060	80	80	0	0	0	0
S-N340a-05	72060	100	100	0	0	0	0
S-CV149-02	72060	80	80	0	0	0	0
S-N340-02	72060	100	100	0	0	0	0
S-N340a-01	72060	100	100	0	0	0	9
S-CV1520-03	72060	80	80	0	0	0	4
S-CV149-01	72060	80	80	0	0	0	0
S-N340-06	72060	100	100	0	0	0	3
S-N340-04	72060	100	100	0	0	0	0
S-N340a-03	72060	100	100	0	0	0	0
S-CV1501-01	72060	80	80	0	0	0	0
S-CV1520-01	72060	80	80	0	0	0	0
S-N340-03	72060	100	100	0	0	0	0
S-CV149-08	72060	80	80	0	0	0	0
S-N340a-04	72060	100	100	0	0	0	0
S-CV1520-02	72060	80	80	0	0	0	0
S-CV149-06	72060	80	80	0	0	0	0
S-N340-05	72060	100	100	0	0	0	0
S-CV149-07	72060	80	80	0	0	0	0
S-CV149-10	72060	80	80	0	0	0	0
S-CV144-02	72060	80	80	0	0	0	0
S-N340a-02	72060	100	100	0	0	0	0
S-CV1501-04	72060	80	80	0	0	0	0
S-CV197-02	72060	80	80	0	0	0	0
S-CV1520-04	72060	80	80	0	0	0	0
S-CV149-05	72060	80	80	0	0	0	0
S-CV149-04	72060	80	80	0	0	0	0
S-N340-07	72060	100	100	0	0	0	0
S-CV197-01	72060	80	80	0	0	0	0
S-N340a-06	72075	100	100	0	0	0	0
S-CV1501-02	72075	80	80	0	0	0	0
S-N340-08	72075	100	100	0	0	0	9
S-CV149-03	72075	80	80	0	0	0	0
S-N340-01	72075	100	100	0	0	0	4
S-CV149-06	72075	80	80	0	0	0	10
S-CV1520-03	72075	80	80	0	0	0	8
S-CV197-02	72075	80	76	0	0	0	5
S-N340a-01	72075	100	100	0	0	0	12
S-CV1501-03	72075	80	80	0	0	0	1
S-CV149-09	72075	80	40	0	0	0	19
S-N340-03	72075	100	100	0	0	0	0
S-CV149-08	72075	80	80	0	0	0	0
S-N340a-04	72075	100	100	0	0	0	0
S-CV1520-02	72075	80	80	0	0	0	0
S-CV149-10	72075	80	80	0	0	0	0
S-CV149-07	72075	80	80	0	0	0	0
S-N340a-02	72075	100	100	0	0	0	0
S-CV1501-04	72075	80	80	0	0	0	0
S-CV149-04	72075	80	80	0	0	0	0
S-CV1520-04	72075	80	80	0	0	0	0
S-CV197-01	72075	80	80	0	0	0	0
S-CV149-05	72075	80	80	0	0	0	0
S-N340-02	72075	100	100	0	0	0	0
S-CV149-02	72075	80	80	0	0	0	0
S-N340a-05	72075	100	100	0	0	0	0
S-CV144-01	72075	80	80	0	0	0	0
S-N340-04	72075	100	100	0	0	0	0
S-N340a-03	72075	100	100	0	0	0	0
S-CV1501-01	72075	80	80	0	0	0	0
S-CV1520-01	72075	80	80	0	0	0	0
S-CV144-02	72075	80	80	0	0	0	0
S-N340-05	72075	100	100	0	0	0	0
S-N340-07	72075	100	100	0	0	0	0
S-CV149-01	72075	80	80	0	0	0	0
S-N340-06	72075	100	100	0	0	0	3
S-N340a-06	72090	100	100	0	0	0	0
S-CV1501-02	72090	80	80	0	0	0	0
S-N340-08	72090	100	100	0	0	0	4
S-N340-01	72090	100	100	0	0	0	4
S-CV149-03	72090	80	80	0	0	0	0
S-N340-03	72090	100	100	0	0	0	0
S-CV149-01	72090	80	80	0	0	0	0
S-CV149-06	72090	80	80	0	0	0	10
S-CV1520-03	72090	80	80	0	0	0	8
S-N340a-01	72090	100	100	0	0	0	17
S-CV149-09	72090	80	8	0	0	0	20
S-N340-06	72090	100	100	0	0	0	8
S-CV149-08	72090	80	80	0	0	0	0
S-N340a-04	72090	100	100	0	0	0	0
S-CV149-10	72090	80	80	0	0	0	0
S-CV1520-02	72090	80	80	0	0	0	0
S-CV149-07	72090	80	80	0	0	0	0
S-N340a-02	72090	100	100	0	0	0	0
S-CV1501-04	72090	80	80	0	0	0	0
S-CV197-02	72090	80	80	0	0	0	0
S-CV149-04	72090	80	80	0	0	0	0
S-CV1520-04	72090	80	80	0	0	0	0
S-CV197-01	72090	80	80	0	0	0	0
S-CV149-05	72090	80	80	0	0	0	0
S-N340-02	72090	100	100	0	0	0	0
S-CV149-02	72090	80	80	0	0	0	0
S-N340a-05	72090	100	100	0	0	0	0
S-CV1501-03	72090	80	80	0	0	0	0
S-CV144-01	72090	80	80	0	0	0	0
S-N340-04	72090	100	100	0	0	0	0
S-CV1501-01	72090	80	80	0	0	0	0
S-N340a-03	72090	100	100	0	0	0	0
S-CV1520-01	72090	80	80	0	0	0	0
S-CV144-02	72090	80	80	0	0	0	0
S-N340-07	72090	100	100	0	0	0	0
S-N340-05	72090	100	100	0	0	0	0
S-CV1501-02	72105	80	80	0	0	0	0
S-CV1520-03	72105	80	80	0	0	0	8
S-CV149-06	72105	80	80	0	0	0	10
S-N340a-01	72105	100	100	0	0	0	15
S-N340-01	72105	100	100	0	0	0	4
S-CV149-09	72105	80	8	0	0	0	20
S-N340-08	72105	100	100	0	0	0	4
S-N340-06	72105	100	100	0	0	0	8
S-N340a-06	72105	100	100	0	0	0	0
S-CV149-03	72105	80	80	0	0	0	0
S-N340-03	72105	100	100	0	0	0	0
S-N340a-04	72105	100	100	0	0	0	0
S-CV149-10	72105	80	80	0	0	0	0
S-CV1520-02	72105	80	80	0	0	0	0
S-CV149-07	72105	80	80	0	0	0	0
S-N340a-02	72105	100	100	0	0	0	0
S-CV1501-04	72105	80	80	0	0	0	0
S-CV197-02	72105	80	80	0	0	0	0
S-CV149-04	72105	80	80	0	0	0	0
S-CV1520-04	72105	80	80	0	0	0	0
S-CV197-01	72105	80	80	0	0	0	0
S-CV149-05	72105	80	80	0	0	0	0
S-N340-02	72105	100	100	0	0	0	0
S-CV149-02	72105	80	80	0	0	0	0
S-CV149-08	72105	80	80	0	0	0	0
S-CV149-01	72105	80	80	0	0	0	0
S-CV1501-03	72105	80	80	0	0	0	0
S-N340a-05	72105	100	100	0	0	0	0
S-CV144-01	72105	80	80	0	0	0	0
S-N340-04	72105	100	100	0	0	0	0
S-CV1520-01	72105	80	80	0	0	0	0
S-CV1501-01	72105	80	80	0	0	0	0
S-N340a-03	72105	100	100	0	0	0	2
S-N340-05	72105	100	100	0	0	0	0
S-N340-07	72105	100	100	0	0	0	0
S-CV144-02	72105	80	80	0	0	0	0
S-CV1501-02	72120	80	80	0	0	0	0
S-N340-08	72120	100	100	0	0	0	4
S-N340-01	72120	100	100	0	0	0	4
S-CV149-06	72120	80	80	0	0	0	10
S-CV1520-03	72120	80	80	0	0	0	8
S-N340a-01	72120	100	100	0	0	0	15
S-N340a-06	72120	100	100	0	0	0	0
S-CV149-01	72120	80	80	0	0	0	0
S-N340-03	72120	100	100	0	0	0	0
S-CV149-08	72120	80	80	0	0	0	0
S-N340a-04	72120	100	100	0	0	0	0
S-CV149-03	72120	80	80	0	0	0	0
S-CV1520-02	72120	80	80	0	0	0	0
S-CV149-10	72120	80	80	0	0	0	0
S-CV149-07	72120	80	80	0	0	0	0
S-N340a-02	72120	100	100	0	0	0	0
S-CV1501-04	72120	80	80	0	0	0	0
S-CV1520-04	72120	80	80	0	0	0	0
S-CV197-02	72120	80	80	0	0	0	0
S-CV197-01	72120	80	80	0	0	0	0
S-CV149-05	72120	80	80	0	0	0	0
S-N340-02	72120	100	100	0	0	0	0
S-CV149-02	72120	80	80	0	0	0	0
S-CV1501-03	72120	80	80	0	0	0	0
S-CV149-04	72120	80	80	0	0	0	0
S-CV149-09	72120	80	8	0	0	0	20
S-N340a-03	72120	100	100	0	0	0	5
S-N340-06	72120	100	100	0	0	0	8
S-N340a-05	72120	100	100	0	0	0	0
S-CV144-01	72120	80	80	0	0	0	0
S-N340-04	72120	100	100	0	0	0	0
S-CV1501-01	72120	80	80	0	0	0	0
S-CV1520-01	72120	80	80	0	0	0	0
S-N340-05	72120	100	100	0	0	0	0
S-CV144-02	72120	80	80	0	0	0	0
S-N340-07	72120	100	100	0	0	0	0
S-CV1501-02	72135	80	80	0	0	0	0
S-CV149-03	72135	80	80	0	0	0	0
S-N340a-06	72135	100	100	0	0	0	0
S-N340-01	72135	100	100	0	0	0	8
S-N340-08	72135	100	100	0	0	0	9
S-CV149-06	72135	80	80	0	0	0	17
S-CV1520-03	72135	80	80	0	0	0	7
S-CV197-02	72135	80	76	0	0	0	4
S-N340-03	72135	100	100	0	0	0	0
S-CV149-01	72135	80	80	0	0	0	0
S-CV149-08	72135	80	80	0	0	0	0
S-N340a-04	72135	100	100	0	0	0	0
S-CV1520-02	72135	80	80	0	0	0	0
S-CV149-10	72135	80	80	0	0	0	0
S-CV149-07	72135	80	80	0	0	0	0
S-N340a-02	72135	100	100	0	0	0	0
S-CV1501-04	72135	80	80	0	0	0	0
S-N340a-01	72135	100	100	0	0	0	14
S-CV149-04	72135	80	80	0	0	0	7
S-CV149-09	72135	80	8	0	0	0	20
S-N340-06	72135	100	100	0	0	0	8
S-CV1520-04	72135	80	80	0	0	0	0
S-CV197-01	72135	80	80	0	0	0	0
S-CV149-05	72135	80	80	0	0	0	0
S-N340-02	72135	100	100	0	0	0	0
S-CV1501-03	72135	80	80	0	0	0	0
S-N340a-05	72135	100	100	0	0	0	1
S-CV144-01	72135	80	80	0	0	0	0
S-N340-04	72135	100	100	0	0	0	0
S-CV1501-01	72135	80	80	0	0	0	0
S-CV1520-01	72135	80	80	0	0	0	0
S-CV144-02	72135	80	80	0	0	0	0
S-N340-05	72135	100	100	0	0	0	0
S-N340-07	72135	100	100	0	0	0	0
S-N340a-03	72135	100	100	0	0	0	8
S-CV149-02	72135	80	80	0	0	0	0
S-N340a-06	72150	100	100	0	0	0	3
S-CV1501-02	72150	80	80	0	0	0	0
S-N340-08	72150	100	100	0	0	0	5
S-N340-01	72150	100	100	0	0	0	8
S-CV1520-03	72150	80	80	0	0	0	7
S-CV149-06	72150	80	80	0	0	0	17
S-N340a-01	72150	100	100	0	0	0	18
S-CV149-04	72150	80	80	0	0	0	7
S-N340a-05	72150	100	100	0	0	0	2
S-CV149-09	72150	80	8	0	0	0	20
S-CV149-03	72150	80	80	0	0	0	0
S-CV149-01	72150	80	80	0	0	0	0
S-N340-03	72150	100	100	0	0	0	0
S-CV149-08	72150	80	80	0	0	0	0
S-N340a-04	72150	100	100	0	0	0	0
S-CV149-10	72150	80	80	0	0	0	0
S-CV149-07	72150	80	80	0	0	0	0
S-CV1501-04	72150	80	80	0	0	0	0
S-N340a-02	72150	100	100	0	0	0	0
S-CV197-02	72150	80	80	0	0	0	0
S-CV1520-04	72150	80	80	0	0	0	0
S-CV197-01	72150	80	80	0	0	0	0
S-N340-02	72150	100	100	0	0	0	0
S-CV149-05	72150	80	80	0	0	0	0
S-CV149-02	72150	80	80	0	0	0	0
S-CV1501-03	72150	80	80	0	0	0	0
S-CV144-01	72150	80	80	0	0	0	0
S-CV1520-02	72150	80	80	0	0	0	0
S-N340-04	72150	100	100	0	0	0	0
S-N340a-03	72150	100	100	0	0	0	7
S-CV1501-01	72150	80	80	0	0	0	0
S-N340-06	72150	100	100	0	0	0	9
S-CV1520-01	72150	80	80	0	0	0	0
S-N340-05	72150	100	100	0	0	0	0
S-N340-07	72150	100	100	0	0	0	0
S-CV144-02	72150	80	80	0	0	0	0
S-CV1501-02	72165	80	80	0	0	0	0
S-N340a-06	72165	100	100	0	0	0	3
S-N340-08	72165	100	100	0	0	0	5
S-N340-01	72165	100	100	0	0	0	8
S-CV149-06	72165	80	80	0	0	0	17
S-CV1520-03	72165	80	80	0	0	0	7
S-CV149-04	72165	80	80	0	0	0	7
S-N340a-05	72165	100	100	0	0	0	2
S-N340a-03	72165	100	100	0	0	0	10
S-CV149-03	72165	80	80	0	0	0	0
S-CV149-01	72165	80	80	0	0	0	0
S-N340-03	72165	100	100	0	0	0	0
S-CV149-08	72165	80	80	0	0	0	0
S-N340a-04	72165	100	100	0	0	0	0
S-CV149-10	72165	80	80	0	0	0	0
S-CV1520-02	72165	80	80	0	0	0	0
S-CV149-07	72165	80	80	0	0	0	0
S-N340a-02	72165	100	100	0	0	0	0
S-CV1501-04	72165	80	80	0	0	0	0
S-CV197-02	72165	80	80	0	0	0	0
S-CV1520-04	72165	80	80	0	0	0	0
S-CV197-01	72165	80	80	0	0	0	0
S-CV149-05	72165	80	80	0	0	0	0
S-N340-02	72165	100	100	0	0	0	0
S-CV1501-03	72165	80	80	0	0	0	0
S-CV149-02	72165	80	80	0	0	0	0
S-CV144-01	72165	80	80	0	0	0	0
S-N340-04	72165	100	100	0	0	0	0
S-CV1501-01	72165	80	80	0	0	0	0
S-CV1520-01	72165	80	80	0	0	0	0
S-CV144-02	72165	80	80	0	0	0	0
S-N340-05	72165	100	100	0	0	0	0
S-N340-07	72165	100	100	0	0	0	0
S-CV149-09	72165	80	40	0	0	0	18
S-N340a-01	72165	100	100	0	0	0	15
S-N340-06	72165	100	100	0	0	0	11
S-CV1501-02	72180	80	80	0	0	0	0
S-N340a-06	72180	100	100	0	0	0	0
S-N340-01	72180	100	100	0	0	0	8
S-N340-08	72180	100	100	0	0	0	5
S-CV149-03	72180	80	80	0	0	0	0
S-N340a-04	72180	100	100	0	0	0	2
S-CV1520-03	72180	80	80	0	0	0	7
S-CV149-06	72180	80	80	0	0	0	7
S-N340a-01	72180	100	100	0	0	0	10
S-CV149-04	72180	80	80	0	0	0	7
S-N340a-05	72180	100	100	0	0	0	7
S-N340-02	72180	100	100	0	0	0	1
S-CV149-09	72180	80	52	0	0	0	12
S-N340a-03	72180	100	100	0	0	0	8
S-N340-06	72180	100	100	0	0	0	17
S-CV144-02	72180	80	80	0	0	0	10
S-CV149-01	72180	80	80	0	0	0	0
S-N340-03	72180	100	100	0	0	0	0
S-CV149-08	72180	80	80	0	0	0	0
S-CV1520-02	72180	80	80	0	0	0	0
S-CV149-10	72180	80	80	0	0	0	0
S-CV149-07	72180	80	80	0	0	0	0
S-N340a-02	72180	100	100	0	0	0	0
S-CV1501-04	72180	80	80	0	0	0	0
S-CV197-02	72180	80	80	0	0	0	0
S-CV1520-04	72180	80	80	0	0	0	0
S-CV197-01	72180	80	80	0	0	0	0
S-CV149-05	72180	80	80	0	0	0	0
S-CV149-02	72180	80	80	0	0	0	0
S-CV1501-03	72180	80	80	0	0	0	0
S-CV144-01	72180	80	80	0	0	0	0
S-N340-04	72180	100	100	0	0	0	0
S-CV1501-01	72180	80	80	0	0	0	0
S-CV1520-01	72180	80	80	0	0	0	0
S-N340-05	72180	100	100	0	0	0	2
S-N340-07	72180	100	100	0	0	0	0
S-N340-01	72195	100	100	0	0	0	8
S-N340-08	72195	100	100	0	0	0	10
S-N340a-04	72195	100	100	0	0	0	2
S-CV149-06	72195	80	80	0	0	0	15
S-CV1520-03	72195	80	80	0	0	0	5
S-CV197-02	72195	80	76	0	0	0	5
S-CV149-04	72195	80	80	0	0	0	22
S-N340a-01	72195	100	100	0	0	0	16
S-N340-02	72195	100	100	0	0	0	1
S-N340a-05	72195	100	100	0	0	0	7
S-CV149-09	72195	80	52	0	0	0	12
S-N340a-03	72195	100	100	0	0	0	8
S-N340-06	72195	100	100	0	0	0	17
S-CV144-02	72195	80	80	0	0	0	10
S-N340-05	72195	100	100	0	0	0	2
S-CV1501-02	72195	80	80	0	0	0	0
S-N340a-06	72195	100	100	0	0	0	0
S-CV149-03	72195	80	80	0	0	0	0
S-CV149-01	72195	80	80	0	0	0	0
S-N340-03	72195	100	100	0	0	0	0
S-CV149-08	72195	80	80	0	0	0	0
S-CV1520-02	72195	80	80	0	0	0	0
S-CV149-10	72195	80	80	0	0	0	0
S-CV149-07	72195	80	80	0	0	0	0
S-N340a-02	72195	100	100	0	0	0	0
S-CV1501-04	72195	80	80	0	0	0	0
S-CV1520-04	72195	80	80	0	0	0	0
S-CV197-01	72195	80	80	0	0	0	0
